batch,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events rolled back,efficiency,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
8,100,300,3.00,819200,212864,64.893392,110083,18.155445,64683,31459,33224,100,606336,182177,177282
8,100,300,3.00,819200,262786,52.771497,93585,16.819311,74570,32359,42211,100,556414,176461,175736
16,100,303,3.03,1654768,619054,40.229252,153675,14.837590,100810,38276,62534,100,1035714,334351,338693
16,100,300,3.00,1638400,665050,31.674115,165217,16.974059,124499,56054,68445,100,973350,378965,384685
16,100,300,3.00,1638400,740638,17.501743,156371,17.417868,174440,70345,104095,100,897762,391815,389776
16,100,303,3.03,1654768,619307,40.190215,167464,16.172893,101035,40274,60761,100,1035461,366484,365846
16,100,300,3.00,1638400,661256,32.327681,181970,18.622639,138116,62530,75586,100,977144,417522,414517
16,100,300,3.00,1638400,745612,16.484989,168731,18.899336,173086,70296,102790,100,892788,436569,429703
16,100,303,3.03,1654768,619422,40.172464,171489,16.563448,105251,40958,64293,100,1035346,369645,378969
16,100,300,3.00,1638400,660681,32.426290,183677,18.786277,137566,60763,76803,100,977719,414419,426980
16,100,300,3.00,1638400,677227,29.541612,184543,19.199769,141606,58189,83417,100,961173,424381,452811
16,100,303,3.03,1654768,617570,40.457849,181111,17.461565,73154,34018,39136,100,1037198,402627,403413
16,100,300,3.00,1638400,664308,31.802335,192278,19.739203,131650,61882,69768,100,974092,442448,449744
16,100,300,3.00,1638400,690859,27.089276,193781,20.450936,146627,64694,81933,100,947541,462485,457548
16,100,303,3.03,1654768,617137,40.524425,178244,17.177976,72011,31652,40359,100,1037631,395338,396211
16,100,300,3.00,1638400,661511,32.283914,191760,19.629661,85774,47168,38606,100,976889,447560,439977
16,100,300,3.00,1638400,685571,28.048894,192253,20.177073,88880,47276,41604,100,952829,464387,462758
16,100,303,3.03,1654768,618704,40.283226,174201,16.813730,74743,31814,42929,100,1036064,388087,380933
16,100,300,3.00,1638400,655628,33.287884,187267,19.054979,73264,41314,31950,100,982772,436175,422616
16,100,300,3.00,1638400,680642,28.933823,187203,19.545960,68847,39145,29702,100,957758,448507,442294
16,100,303,3.03,1654768,621876,39.792737,168474,16.310902,107569,41529,66040,100,1032892,369348,367841
16,100,300,3.00,1638400,659318,32.659573,179978,18.382321,144841,62161,82680,100,979082,407558,421987
16,100,300,3.00,1638400,698752,25.636834,178094,18.953268,162392,66229,96163,100,939648,434968,430548
16,100,303,3.03,1654768,620780,39.962553,153664,14.861294,116283,41250,75033,100,1033988,336188,330162
16,100,300,3.00,1638400,666225,31.470671,163745,16.843161,156652,62956,93696,100,972175,373915,358056
16,100,300,3.00,1638400,695188,26.295679,166149,17.615234,172330,66344,105986,100,943212,396791,394465
32,100,303,3.03,3126057,1294184,29.351871,288627,15.755841,242552,103046,139506,100,1831873,685525,667483
32,100,300,3.00,2391425,1298770,-18.863685,189751,17.366049,285422,108936,176486,100,1092655,602605,636743
32,100,303,3.03,3096412,1257316,31.634020,316426,17.205518,216081,99389,116692,100,1839096,743334,723113
32,100,300,3.00,2424936,1337605,-23.017278,204867,18.841273,269819,108832,160987,100,1087331,695715,660329
32,100,303,3.03,3049186,1212092,34.021231,321638,17.507977,242170,105091,137079,100,1837094,721720,731042
32,100,300,3.00,2492156,1327728,-14.024053,222062,19.070479,259018,100662,158356,100,1164428,679820,706044
32,100,303,3.03,2895887,1052150,42.933835,339409,18.408754,173350,81113,92237,100,1843737,717499,779608
32,100,300,3.00,2374407,1242158,-9.707140,230275,20.337841,150054,79041,71013,100,1132249,723117,727289
32,100,303,3.03,2929990,1084046,41.274166,335961,18.199956,182708,87365,95343,100,1845944,722887,763342
32,100,300,3.00,2421734,1282973,-12.663939,229875,20.186413,168726,85391,83335,100,1138761,753591,733473
32,100,303,3.03,3045384,1208302,34.227106,326674,17.782222,221976,101198,120778,100,1837082,751700,744518
32,100,300,3.00,2390717,1235813,-7.005691,224263,19.418324,233517,101055,132462,100,1154904,677207,680488
32,100,303,3.03,3111680,1272995,30.766009,315743,17.172218,241301,105098,136203,100,1838685,745883,736265
32,100,300,3.00,2374356,1234324,-8.270996,215392,18.893505,240661,101890,138771,100,1140032,659932,669501
32,100,303,3.03,3195737,1365738,25.369467,286801,15.672194,278275,111363,166912,100,1829999,707185,650362
32,100,300,3.00,2379249,1240983,-9.023989,199578,17.533511,285002,103921,181081,100,1138266,608126,586246
64,100,303,3.03,5383824,2973724,-23.385918,394334,16.361728,625689,227152,398537,100,2410100,1334622,1277335
64,100,303,3.03,5302155,2896671,-20.419467,429881,17.870873,610430,230544,379886,100,2405484,1444187,1378103
64,100,303,3.03,5048835,2627832,-8.543112,438741,18.122282,573615,219440,354175,100,2421003,1359077,1433321
64,100,303,3.03,5015167,2604350,-8.027694,459051,19.041304,571000,221598,349402,100,2410817,1422385,1482440
64,100,303,3.03,4904720,2482839,-2.516969,456815,18.861992,527670,206769,320901,100,2421881,1375973,1467028
64,100,303,3.03,5152399,2732801,-12.944423,445268,18.402561,587526,224402,363124,100,2419598,1433848,1408912
64,100,303,3.03,5191768,2781411,-15.394151,430378,17.855363,584690,219823,364867,100,2410357,1404188,1417477
64,100,303,3.03,5353687,2939166,-21.728740,393683,16.304807,616010,216187,399823,100,2414521,1343499,1253163
128,100,303,3.03,9869186,7374554,-195.616909,409990,16.434889,1265050,421214,843836,100,2494632,2796810,2718827
128,100,303,3.03,10095881,7610188,-206.159610,446189,17.950286,1303490,445966,857524,100,2485693,3159579,2904698
128,100,303,3.03,9286585,6781851,-170.761326,455677,18.192630,1187884,421684,766200,100,2504734,2872585,3042070
128,100,303,3.03,8967959,6473958,-159.581211,477150,19.131909,1137093,414263,722830,100,2494001,2956806,3133168
128,100,303,3.03,9065762,6567267,-162.848915,472590,18.914987,1157774,421925,735849,100,2498495,2971566,3103781
128,100,303,3.03,9405255,6902861,-175.850286,461853,18.456446,1197550,425583,771967,100,2502394,3028645,2977361
128,100,303,3.03,9203350,6695926,-167.044026,449659,17.933106,1148322,401896,746426,100,2507424,2858877,3000926
128,100,303,3.03,10017916,7517763,-200.692118,410368,16.413715,1271661,400209,871452,100,2500153,2881806,2645843
