batch,Total GVT Computations,Total All Reduce Calls,Average Reduction / GVT,total events processes,events rolled back,efficiency,total remote network events processed,percent remote events,total rollbacks,primary rollbacks,secondary roll backs,fossil collect attempts,net events processed,remote sends,remote recvs
128,299,897,3.00,306176,199935,-88.190058,17823,16.776009,28472,8556,19916,299,106241,87245,89336
128,301,902,3.00,308224,190493,-61.803603,19087,16.212382,27200,8432,18768,301,117731,80565,84659
128,313,939,3.00,320512,203020,-72.794743,18601,15.831716,28085,8371,19714,313,117492,82479,86144
128,310,930,3.00,317440,199777,-69.787444,18827,16.000782,27686,8464,19222,310,117663,82461,84832
128,312,936,3.00,319488,201726,-71.299740,18815,15.977140,28466,8601,19865,312,117762,82533,84604
128,311,932,3.00,318464,200398,-69.733878,18892,16.001220,28016,8444,19572,311,118066,83178,84907
128,302,906,3.00,309248,191941,-63.622802,18639,15.889077,27105,8522,18583,302,117307,78847,81003
128,318,954,3.00,325632,207567,-75.807394,18677,15.819252,29215,8531,20684,318,118065,83409,85697
128,313,939,3.00,320512,203375,-73.621486,18713,15.975311,28645,8640,20005,313,117137,82631,84726
128,315,944,3.00,320580,203703,-74.288354,18521,15.846574,29316,8669,20647,315,116877,82675,83765
128,1,6,6.00,1920,323,79.774577,238,14.902943,60,38,22,1,1597,392,373
128,299,897,3.00,306176,204256,-100.408163,16892,16.573783,28966,8902,20064,299,101920,89270,86424
128,301,902,3.00,308224,196066,-74.812318,18096,16.134382,27229,8677,18552,301,112158,84210,79648
128,313,939,3.00,320512,207999,-84.866638,17572,15.617751,27986,8761,19225,313,112513,85932,81604
128,310,930,3.00,317440,204723,-81.625664,17828,15.816603,28225,8736,19489,310,112717,84084,80909
128,312,936,3.00,319488,206161,-81.916931,17892,15.787941,28399,8538,19861,312,113327,83072,81684
128,311,932,3.00,318464,205342,-81.522604,17796,15.731688,28515,8556,19959,311,113122,82636,80861
128,302,906,3.00,309248,196659,-74.669817,17822,15.829255,27652,8577,19075,302,112589,80200,78103
128,318,954,3.00,325632,212751,-88.473702,17972,15.921191,29353,8850,20503,318,112881,85614,83316
128,313,939,3.00,320512,207737,-84.204833,17963,15.928176,28199,8686,19513,313,112775,84901,80931
128,315,944,3.00,320396,207436,-83.636686,17667,15.640050,29014,8802,20212,315,112960,83339,80901
128,1,6,6.00,1920,419,72.085276,209,13.924051,71,47,24,1,1501,389,381
128,299,897,3.00,306176,200005,-88.380066,18079,17.028190,28140,8875,19265,299,106171,89635,90204
128,301,902,3.00,308224,191371,-63.770720,19418,16.617460,26643,8766,17877,301,116853,83948,83568
128,313,939,3.00,320512,203551,-74.033225,19024,16.265251,27812,8810,19002,313,116961,86612,85844
128,310,930,3.00,317440,199895,-70.058276,19172,16.310349,27876,8883,18993,310,117545,84836,85130
128,312,936,3.00,319488,202082,-72.122379,19097,16.265779,28379,8827,19552,312,117406,84599,84740
128,311,932,3.00,318464,201112,-71.375009,19184,16.347399,27909,8587,19322,311,117352,84280,85556
128,302,906,3.00,309248,192571,-65.046239,19085,16.357123,27243,8603,18640,302,116677,80793,82790
128,318,954,3.00,325632,208040,-76.916797,19184,16.314035,28104,8984,19120,318,117592,86128,87542
128,313,939,3.00,320512,204239,-75.654709,18889,16.245388,27524,8817,18707,313,116273,84091,84833
128,315,944,3.00,320550,203474,-73.796508,18919,16.159589,28251,8999,19252,315,117076,83413,85471
